Customer_ID,Recency,Frequency,MonetaryValue,Country
14075,5,5,1642.92,United_Kingdom
14076,129,1,103.87,United_Kingdom
14077,41,6,557.42,United_Kingdom
14078,102,9,1598.4499999999998,United_Kingdom
14079,125,1,375.1,United_Kingdom
14080,33,5,903.94,United_Kingdom
14081,302,10,4644.67,United_Kingdom
14082,365,2,411.71,United_Kingdom
14083,4,11,1251.85,United_Kingdom
14084,512,1,120.5,United_Kingdom
14087,3,3,712.16,United_Kingdom
14089,57,1,161.0,United_Kingdom
14090,325,1,76.32000000000001,United_Kingdom
14093,12,1,416.78,United_Kingdom
14094,440,1,314.82,United_Kingdom
14097,481,2,312.90999999999997,United_Kingdom
14098,37,1,144.42000000000002,United_Kingdom
14099,16,20,4653.91,United_Kingdom
14100,138,1,191.95,United_Kingdom
14102,5,5,1338.23,United_Kingdom
14104,155,5,633.5799999999999,United_Kingdom
14105,239,5,5491.13,United_Kingdom
14107,52,11,4386.92,United_Kingdom
14108,31,4,934.6800000000001,United_Kingdom
14109,73,1,127.2,United_Kingdom
14111,14,4,692.85,United_Kingdom
14112,23,13,5333.79,United_Kingdom
14113,4,15,6383.81,United_Kingdom
14114,274,7,1193.51,United_Kingdom
14115,502,2,561.27,United_Kingdom
14116,20,5,1240.51,United_Kingdom
14117,144,1,90.0,United_Kingdom
14118,429,1,397.85,United_Kingdom
14119,376,2,146.89,United_Kingdom
14121,4,4,2578.45,United_Kingdom
14122,406,3,301.82,United_Kingdom
14124,84,1,419.58,United_Kingdom
14125,11,3,2617.27,United_Kingdom
14126,8,4,1098.96,United_Kingdom
14127,123,6,1568.23,United_Kingdom
14128,61,3,891.51,United_Kingdom
14129,2,9,2591.34,United_Kingdom
14130,319,4,1592.94,United_Kingdom
14132,2,11,3527.53,United_Kingdom
14133,130,4,845.64,United_Kingdom
14136,401,5,1375.66,United_Kingdom
14138,2,2,982.38,United_Kingdom
14139,46,4,1086.8,United_Kingdom
14140,4,2,935.05,United_Kingdom
14141,3,4,915.13,United_Kingdom
14142,373,2,889.4,United_Kingdom
14143,134,1,115.8,United_Kingdom
14145,47,4,903.75,United_Kingdom
14147,78,8,1577.0,United_Kingdom
14148,234,2,435.69,United_Kingdom
14149,221,1,345.40000000000003,United_Kingdom
14150,36,2,633.56,United_Kingdom
14152,75,7,1754.71,United_Kingdom
14153,483,1,222.89999999999998,United_Kingdom
14154,239,8,6271.9,United_Kingdom
14155,266,1,17.85,United_Kingdom
14157,20,5,929.28,United_Kingdom
14158,40,1,497.15999999999997,United_Kingdom
14159,20,20,6774.42,United_Kingdom
14160,610,7,6549.61,United_Kingdom
14161,216,7,2705.44,United_Kingdom
14162,174,2,271.96,United_Kingdom
14163,87,5,1600.5,United_Kingdom
14164,71,2,1616.77,United_Kingdom
14165,276,1,104.01,United_Kingdom
14166,505,2,213.0,United_Kingdom
14167,39,8,305.03999999999996,United_Kingdom
14168,421,2,370.45,United_Kingdom
14169,431,2,508.08,United_Kingdom
14170,375,3,535.53,United_Kingdom
14171,98,2,333.37,United_Kingdom
14172,605,2,207.26999999999998,United_Kingdom
14173,11,5,437.9,United_Kingdom
14174,33,1,125.21,United_Kingdom
14175,60,8,7271.68,United_Kingdom
14176,297,5,777.11,United_Kingdom
14177,86,12,1924.99,United_Kingdom
14178,9,7,1571.54,United_Kingdom
14179,41,2,692.28,United_Kingdom
14181,411,2,223.65,United_Kingdom
14182,444,4,657.1700000000001,United_Kingdom
14183,411,2,234.5,United_Kingdom
14184,67,1,452.89,United_Kingdom
14185,331,1,197.65,United_Kingdom
14186,427,5,1514.93,United_Kingdom
14187,474,1,95.45,United_Kingdom
14188,31,6,1817.66,United_Kingdom
14189,2,16,5472.400000000001,United_Kingdom
14191,2,14,3824.66,United_Kingdom
14192,388,1,237.64,United_Kingdom
14193,68,3,1006.34,United_Kingdom
14195,202,5,1711.2,United_Kingdom
14196,107,1,172.32,United_Kingdom
14197,411,1,337.65,United_Kingdom
14198,18,9,1387.83,United_Kingdom
14199,218,4,1091.7,United_Kingdom
14200,617,1,313.95,United_Kingdom
14201,60,10,1126.48,United_Kingdom
14202,381,3,847.76,United_Kingdom
14203,397,1,321.64,United_Kingdom
14204,2,4,815.26,United_Kingdom
14205,17,9,2307.2,United_Kingdom
14206,239,3,1185.01,United_Kingdom
14208,95,2,534.05,United_Kingdom
14209,11,15,4025.32,United_Kingdom
14210,106,16,5287.89,United_Kingdom
14211,53,18,3895.04,United_Kingdom
14212,90,2,2190.14,United_Kingdom
14213,405,1,1192.2,United_Kingdom
14214,31,5,807.88,United_Kingdom
14215,12,9,3121.07,United_Kingdom
14216,3,5,1990.14,United_Kingdom
14218,43,1,103.06,United_Kingdom
14219,4,3,625.3100000000001,United_Kingdom
14220,247,4,1500.0,United_Kingdom
14221,42,17,5706.24,United_Kingdom
14222,177,1,604.97,United_Kingdom
14223,92,3,973.01,United_Kingdom
14224,110,9,1868.13,United_Kingdom
14225,435,4,1914.92,United_Kingdom
14226,29,6,2985.53,United_Kingdom
14227,26,15,5528.900000000001,United_Kingdom
14228,438,3,643.26,United_Kingdom
14229,52,7,2573.76,United_Kingdom
14230,436,3,979.8000000000001,United_Kingdom
14231,184,4,1037.46,United_Kingdom
14232,43,5,1866.66,United_Kingdom
14233,49,7,2904.27,United_Kingdom
14234,22,4,736.38,United_Kingdom
14235,75,9,3690.09,United_Kingdom
14236,81,5,1685.95,United_Kingdom
14237,373,2,552.84,United_Kingdom
14238,326,3,401.73,United_Kingdom
14240,30,3,1128.39,United_Kingdom
14241,184,2,333.7,United_Kingdom
14242,235,2,204.85,United_Kingdom
14243,9,17,6647.39,United_Kingdom
14245,220,2,1554.07,United_Kingdom
14246,111,3,1474.06,United_Kingdom
14247,278,5,662.46,United_Kingdom
14248,318,3,1015.95,United_Kingdom
14249,411,11,4680.96,United_Kingdom
14250,7,3,1904.05,United_Kingdom
14251,2,5,2879.7000000000003,United_Kingdom
14252,381,1,350.99,United_Kingdom
14253,493,2,186.55,United_Kingdom
14254,433,1,271.93,United_Kingdom
14256,260,5,2411.69,United_Kingdom
14257,64,9,5727.7,United_Kingdom
14259,142,1,89.1,United_Kingdom
14260,471,3,776.58,United_Kingdom
14261,51,2,1132.05,United_Kingdom
14262,8,8,2618.23,United_Kingdom
14263,423,1,271.78000000000003,United_Kingdom
14264,155,6,1383.26,United_Kingdom
14266,428,1,40.56,United_Kingdom
14267,163,3,1463.1399999999999,United_Kingdom
14268,471,1,324.25,United_Kingdom
14269,439,1,275.83,United_Kingdom
14270,332,1,492.65000000000003,United_Kingdom
14271,226,2,166.59,United_Kingdom
14272,74,4,818.77,United_Kingdom
14273,51,4,381.52,United_Kingdom
14275,396,5,555.98,United_Kingdom
14276,99,7,1922.48,United_Kingdom
14278,410,1,199.23,United_Kingdom
14280,197,1,129.0,United_Kingdom
14281,408,1,221.75,United_Kingdom
14283,463,4,576.03,United_Kingdom
14284,31,3,1118.9,United_Kingdom
14285,21,7,2749.02,United_Kingdom
14286,24,7,7721.42,United_Kingdom
14287,8,3,176.63,United_Kingdom
14288,213,1,426.6,United_Kingdom
14289,9,6,872.5600000000001,United_Kingdom
14290,11,8,3665.4,United_Kingdom
14292,8,16,6689.45,United_Kingdom
14293,3,9,2834.33,United_Kingdom
14294,407,1,357.64,United_Kingdom
14295,40,4,2133.01,United_Kingdom
14296,421,2,367.3,United_Kingdom
14297,18,4,1271.33,United_Kingdom
14300,19,1,43.2,United_Kingdom
14301,117,4,1668.78,United_Kingdom
14302,431,3,697.3000000000001,United_Kingdom
14303,407,2,262.64,United_Kingdom
14304,223,3,1644.6100000000001,United_Kingdom
14305,71,3,1766.26,United_Kingdom
14306,51,6,3151.4,United_Kingdom
14307,89,10,4525.45,United_Kingdom
14309,8,11,3577.89,United_Kingdom
14310,433,1,492.1,United_Kingdom
14311,243,2,340.65,United_Kingdom
14312,47,11,2820.84,United_Kingdom
14314,107,2,229.79999999999998,United_Kingdom
14315,45,8,2855.52,United_Kingdom
14316,422,5,1274.94,United_Kingdom
14317,65,1,508.58,United_Kingdom
14318,460,1,145.42000000000002,United_Kingdom
14319,424,1,459.45,United_Kingdom
14320,207,5,1121.35,United_Kingdom
14321,11,7,1985.09,United_Kingdom
14322,429,3,291.7,United_Kingdom
14323,115,2,598.34,United_Kingdom
14324,410,2,562.6700000000001,United_Kingdom
14325,570,1,217.70000000000002,United_Kingdom
14326,242,3,792.52,United_Kingdom
14327,163,6,1631.17,United_Kingdom
14331,124,2,462.66,United_Kingdom
14332,23,5,1860.66,United_Kingdom
14333,68,1,415.2,United_Kingdom
14334,17,12,3857.9700000000003,United_Kingdom
14335,16,2,439.78,Germany
14336,17,4,1509.89,United_Kingdom
14338,161,3,875.9,United_Kingdom
14339,243,2,620.27,United_Kingdom
14340,219,1,134.7,United_Kingdom
14341,45,18,4061.13,United_Kingdom
14342,21,6,918.44,United_Kingdom
14343,421,4,855.63,United_Kingdom
14344,127,20,2437.6,United_Kingdom
14345,39,1,91.98,United_Kingdom
14346,121,5,1929.74,United_Kingdom
14348,260,1,409.57,United_Kingdom
14349,10,1,121.45,United_Kingdom
14350,274,3,616.47,United_Kingdom
14351,165,1,51.0,United_Kingdom
14352,157,4,983.5600000000001,United_Kingdom
14353,215,3,356.6,United_Kingdom
14354,6,2,145.74,United_Kingdom
14355,366,3,964.35,United_Kingdom
14356,80,2,685.63,United_Kingdom
14357,43,1,215.63,United_Kingdom
14358,389,2,400.06,United_Kingdom
14359,19,3,897.1800000000001,United_Kingdom
14360,32,4,2128.23,United_Kingdom
14361,579,1,194.31,United_Kingdom
14362,22,1,161.2,United_Kingdom
14363,402,2,227.47000000000003,United_Kingdom
14364,109,8,3323.1,United_Kingdom
14365,395,2,548.04,United_Kingdom
14366,525,1,136.0,United_Kingdom
14367,8,16,8349.09,United_Kingdom
14368,320,1,155.0,United_Kingdom
14370,451,6,1043.93,United_Kingdom
14371,295,1,100.5,United_Kingdom
14372,443,2,835.0,United_Kingdom
14373,358,1,76.55,United_Kingdom
14374,541,1,92.1,United_Kingdom
14375,185,3,1023.48,United_Kingdom
14377,191,2,581.65,United_Kingdom
14378,622,1,108.0,United_Kingdom
14379,44,4,1091.76,United_Kingdom
14381,52,2,483.02,United_Kingdom
14382,26,2,1000.46,United_Kingdom
14383,38,3,1170.41,United_Kingdom
14384,501,1,39.0,United_Kingdom
14385,9,3,192.75,United_Kingdom
14386,297,1,142.4,United_Kingdom
14387,33,3,1483.23,United_Kingdom
14388,10,16,6092.94,United_Kingdom
14389,65,5,1653.6100000000001,United_Kingdom
14390,10,12,5445.12,United_Kingdom
14391,577,1,125.39999999999999,United_Kingdom
14392,432,1,251.4,United_Kingdom
14393,218,1,67.95,United_Kingdom
14394,565,1,93.8,United_Kingdom
14395,2,19,7360.63,United_Kingdom
14396,65,7,1715.23,United_Kingdom
14397,3,19,2612.96,United_Kingdom
14398,401,2,506.41,United_Kingdom
14399,394,8,1620.76,United_Kingdom
14400,149,3,1665.8700000000001,United_Kingdom
14403,130,6,1710.05,United_Kingdom
14404,34,13,2691.74,United_Kingdom
14406,119,1,118.25,United_Kingdom
14407,107,5,1977.8500000000001,United_Kingdom
14408,11,11,4064.8,United_Kingdom
14409,71,9,3233.69,United_Kingdom
14410,92,11,2273.81,United_Kingdom
14411,311,1,1063.0,United_Kingdom
14412,43,3,1311.1100000000001,United_Kingdom
14413,362,3,417.22,United_Kingdom
14414,92,8,1750.12,United_Kingdom
14416,22,2,490.22,United_Kingdom
14417,388,1,506.45,United_Kingdom
14418,4,3,1826.28,United_Kingdom
14419,11,7,1170.01,United_Kingdom
14420,99,4,1611.27,United_Kingdom
14421,57,5,2228.02,United_Kingdom
14423,218,2,243.65,United_Kingdom
14424,18,1,322.08,United_Kingdom
14425,435,3,574.69,United_Kingdom
14427,50,4,1250.32,United_Kingdom
14428,7,5,1183.94,United_Kingdom
14429,404,1,448.78000000000003,United_Kingdom
14430,512,3,601.7,United_Kingdom
14431,303,4,2338.8,United_Kingdom
14432,10,6,1703.95,United_Kingdom
14433,466,1,275.2,United_Kingdom
14434,22,6,1372.8,United_Kingdom
14435,502,1,90.42,United_Kingdom
14436,99,2,249.14,United_Kingdom
14437,366,5,804.34,United_Kingdom
14438,306,1,112.4,United_Kingdom
14440,8,13,4935.4800000000005,United_Kingdom
14441,1,11,4066.63,United_Kingdom
14442,205,7,5257.52,Channel_Islands
14443,54,5,2304.72,United_Kingdom
14444,456,1,132.04,United_Kingdom
14445,456,1,179.55,United_Kingdom
14446,1,5,1102.77,United_Kingdom
14447,19,6,1461.53,United_Kingdom
14448,364,1,62.55,United_Kingdom
14449,19,8,2321.51,United_Kingdom
14450,181,7,994.37,United_Kingdom
14451,60,12,3046.4,United_Kingdom
14452,11,4,575.17,United_Kingdom
14453,190,1,106.76,United_Kingdom
14454,376,5,849.65,United_Kingdom
14455,432,4,606.81,United_Kingdom
14456,5,9,2789.56,United_Kingdom
14457,311,1,113.64,United_Kingdom
14458,381,1,213.01999999999998,United_Kingdom
14459,155,2,4647.84,United_Kingdom
14460,110,7,787.62,United_Kingdom
14461,148,13,5552.12,United_Kingdom
14462,66,12,2101.45,United_Kingdom
14463,98,4,608.0699999999999,United_Kingdom
14464,568,2,111.0,United_Kingdom
14465,247,11,2207.03,United_Kingdom
14466,29,13,3942.25,United_Kingdom
14467,18,12,1957.94,United_Kingdom
14469,416,4,1894.51,United_Kingdom
14470,12,3,552.14,United_Kingdom
14471,591,2,308.95,United_Kingdom
14472,104,9,1991.39,United_Kingdom
14473,74,2,234.34,United_Kingdom
14474,46,2,1264.73,United_Kingdom
14475,72,4,968.95,United_Kingdom
14476,257,1,180.55,United_Kingdom
14477,20,3,607.6,United_Kingdom
14478,382,4,1107.6100000000001,United_Kingdom
14479,254,4,1242.69,United_Kingdom
14480,11,4,1189.8700000000001,United_Kingdom
14481,165,5,2119.1,United_Kingdom
14482,18,12,3170.6,United_Kingdom
14483,282,2,257.1,United_Kingdom
14484,50,4,1070.98,United_Kingdom
14485,39,1,165.75,United_Kingdom
14486,512,2,78.0,United_Kingdom
14487,27,7,1372.5,United_Kingdom
14488,68,1,1034.28,United_Kingdom
14489,207,4,1383.23,United_Kingdom
14490,406,2,1221.1200000000001,United_Kingdom
14491,175,2,453.13,United_Kingdom
14492,430,7,1607.31,United_Kingdom
14493,7,10,4523.55,United_Kingdom
14494,26,2,287.16,United_Kingdom
14495,51,3,154.0,United_Kingdom
14496,312,7,2412.78,United_Kingdom
14497,309,2,666.46,United_Kingdom
14498,43,10,3595.96,United_Kingdom
14499,26,7,1947.42,United_Kingdom
14500,88,3,356.85,United_Kingdom
14501,184,2,241.13,United_Kingdom
14502,20,11,2263.83,United_Kingdom
14503,3,6,3353.12,United_Kingdom
14504,47,4,564.18,United_Kingdom
14506,17,7,3015.71,United_Kingdom
14507,24,11,2828.6,United_Kingdom
14508,22,5,820.12,United_Kingdom
14509,534,1,76.21,United_Kingdom
14510,376,3,936.38,United_Kingdom
14511,11,5,1303.21,United_Kingdom
14512,188,7,1177.67,United_Kingdom
14513,101,6,706.4100000000001,United_Kingdom
14514,61,9,3603.87,United_Kingdom
14515,18,11,3470.28,United_Kingdom
14516,516,1,90.29,United_Kingdom
14517,33,2,300.25,United_Kingdom
14518,64,1,174.37,United_Kingdom
14520,2,1,43.2,United_Kingdom
14521,491,1,162.13,United_Kingdom
14522,24,8,1557.22,United_Kingdom
14523,108,1,138.91,United_Kingdom
14524,32,13,2595.31,United_Kingdom
14525,20,17,5682.08,United_Kingdom
14526,389,1,232.45,United_Kingdom
14528,37,1,364.21999999999997,United_Kingdom
14529,60,3,591.58,United_Kingdom
14530,26,16,5370.77,United_Kingdom
14531,480,1,314.34,United_Kingdom
14532,236,11,3369.76,United_Kingdom
14533,25,11,3256.07,United_Kingdom
14535,60,9,5310.66,United_Kingdom
14536,260,1,164.15,United_Kingdom
14537,58,2,602.4,United_Kingdom
14538,65,5,1147.49,United_Kingdom
14539,16,2,537.48,United_Kingdom
14540,10,11,3623.37,United_Kingdom
14541,169,10,1459.19,United_Kingdom
14542,186,1,103.25,United_Kingdom
14544,24,3,2961.1,United_Kingdom
14546,5,11,4307.11,United_Kingdom
14547,4,8,3587.79,United_Kingdom
14548,151,8,1004.49,United_Kingdom
14549,311,4,719.23,United_Kingdom
14550,11,4,1283.71,United_Kingdom
14551,18,6,827.04,United_Kingdom
14552,152,3,369.78,United_Kingdom
14553,19,9,1687.66,United_Kingdom
14554,10,4,2281.03,United_Kingdom
14555,57,6,1951.33,United_Kingdom
14556,596,3,628.72,United_Kingdom
14557,85,1,788.38,United_Kingdom
14559,390,1,75.6,United_Kingdom
14561,76,3,1021.76,United_Kingdom
14563,510,2,622.59,United_Kingdom
14564,435,2,2505.27,Channel_Islands
14565,96,5,3398.77,United_Kingdom
14566,111,4,2551.0,Channel_Islands
14567,57,2,1494.96,United_Kingdom
14568,435,1,904.7,Channel_Islands
14569,1,4,556.74,United_Kingdom
14570,281,3,350.37,United_Kingdom
14571,425,1,156.2,United_Kingdom
14572,3,11,5102.53,United_Kingdom
14573,180,12,2481.42,United_Kingdom
14575,488,1,361.81,United_Kingdom
14576,372,1,70.80000000000001,United_Kingdom
14577,13,7,1279.21,United_Kingdom
14578,3,1,129.21,United_Kingdom
14579,432,1,94.66,United_Kingdom
14580,518,1,14.85,United_Kingdom
14581,17,2,344.1,United_Kingdom
14582,41,1,114.11,United_Kingdom
14583,6,8,1492.7,United_Kingdom
14584,169,8,1623.72,United_Kingdom
14585,50,5,1101.02,United_Kingdom
14586,277,1,192.0,United_Kingdom
14587,19,9,1313.6,United_Kingdom
14588,578,1,135.39,United_Kingdom
14589,372,1,79.5,United_Kingdom
14590,425,20,2799.05,United_Kingdom
14591,15,4,1258.97,United_Kingdom
14592,35,3,519.5,United_Kingdom
14593,22,12,2958.13,United_Kingdom
14594,7,2,606.68,United_Kingdom
14595,20,8,1893.81,United_Kingdom
14597,11,6,2058.49,United_Kingdom
14598,44,2,357.33,United_Kingdom
14599,390,2,430.35,United_Kingdom
14600,306,2,830.47,United_Kingdom
14601,11,1,177.0,United_Kingdom
14603,275,1,660.0,United_Kingdom
14605,374,4,767.29,United_Kingdom
14608,4,10,2954.54,United_Kingdom
14609,72,8,1311.96,United_Kingdom
14610,396,2,24.35,United_Kingdom
14611,444,2,583.33,United_Kingdom
14612,415,1,877.7,United_Kingdom
14614,386,1,199.23000000000002,United_Kingdom
14615,394,5,847.96,United_Kingdom
14616,243,5,527.78,United_Kingdom
14617,403,2,190.47,United_Kingdom
14618,9,7,1342.32,United_Kingdom
14619,246,2,1203.24,United_Kingdom
14620,206,2,338.85,United_Kingdom
14621,1,9,2512.56,United_Kingdom
14622,185,1,239.28,United_Kingdom
14623,32,10,1843.32,United_Kingdom
14624,57,6,745.54,United_Kingdom
14625,196,11,4289.7300000000005,United_Kingdom
14626,24,11,4527.64,United_Kingdom
14627,379,1,410.55,United_Kingdom
14628,91,5,1662.6,United_Kingdom
14629,4,2,947.26,United_Kingdom
14630,484,1,338.65,United_Kingdom
14631,51,6,1933.32,United_Kingdom
14632,263,1,114.56,United_Kingdom
14633,266,1,272.9,United_Kingdom
14634,438,4,2026.71,United_Kingdom
14635,454,1,174.72,United_Kingdom
14636,36,2,572.6500000000001,United_Kingdom
14638,51,1,443.6,United_Kingdom
14639,52,9,4947.01,United_Kingdom
14640,24,10,3414.91,United_Kingdom
14641,22,1,110.46000000000001,United_Kingdom
14642,59,1,96.12,United_Kingdom
14643,170,5,1534.57,United_Kingdom
14644,68,7,2169.66,United_Kingdom
14645,157,3,763.02,United_Kingdom
14647,201,2,485.92,United_Kingdom
14648,416,15,3760.9,United_Kingdom
14649,5,9,2343.23,United_Kingdom
14650,589,1,23.5,United_Kingdom
14651,67,9,1935.15,United_Kingdom
14652,77,1,77.37,United_Kingdom
14653,1,11,3084.09,United_Kingdom
14655,8,7,2935.71,United_Kingdom
14656,169,5,712.7,United_Kingdom
14657,18,6,1300.82,United_Kingdom
14658,5,2,199.69,United_Kingdom
14659,9,9,2217.14,United_Kingdom
14660,87,2,275.08,United_Kingdom
14661,27,1,97.75,United_Kingdom
14662,29,7,1388.19,United_Kingdom
14663,430,2,410.47,United_Kingdom
14664,20,2,589.87,United_Kingdom
14665,61,7,2273.69,United_Kingdom
14666,24,1,141.7,United_Kingdom
14668,445,1,109.93,United_Kingdom
14669,242,7,2818.23,United_Kingdom
14670,280,3,483.73,United_Kingdom
14671,549,2,954.45,United_Kingdom
14672,235,4,999.29,United_Kingdom
14673,3,7,3370.31,United_Kingdom
14674,509,1,173.66,United_Kingdom
14675,16,2,1021.19,United_Kingdom
14676,31,12,8295.35,United_Kingdom
14677,593,1,125.21000000000001,United_Kingdom
14678,579,1,363.19,United_Kingdom
14679,382,3,1068.66,United_Kingdom
14681,71,6,745.8,United_Kingdom
14682,188,6,1253.16,United_Kingdom
14683,588,1,117.84,United_Kingdom
14684,26,6,1361.91,United_Kingdom
14685,576,8,3809.38,United_Kingdom
14686,414,5,760.4,United_Kingdom
14687,107,3,1101.5,United_Kingdom
14689,209,1,96.15,United_Kingdom
14690,44,4,748.6800000000001,United_Kingdom
14691,31,5,2114.33,United_Kingdom
14692,137,12,1718.74,United_Kingdom
14693,265,7,971.95,United_Kingdom
14694,617,1,244.31,United_Kingdom
14695,519,3,1449.17,United_Kingdom
14696,4,8,2269.34,United_Kingdom
14697,218,2,78.8,United_Kingdom
14698,2,5,1194.53,United_Kingdom
14699,214,4,657.0,United_Kingdom
14700,32,5,3039.73,United_Kingdom
14701,11,15,4227.22,United_Kingdom
14703,15,1,318.17,United_Kingdom
14704,20,9,1685.36,United_Kingdom
14706,619,1,311.24,United_Kingdom
14707,436,2,139.2,United_Kingdom
14708,3,5,2212.28,United_Kingdom
14710,14,13,1826.31,United_Kingdom
14711,10,11,2722.89,United_Kingdom
14712,29,4,1265.19,United_Kingdom
14714,24,4,686.54,United_Kingdom
14715,25,7,1371.9,United_Kingdom
14716,43,3,530.01,United_Kingdom
14718,410,1,226.42,United_Kingdom
14719,2,5,1559.28,United_Kingdom
14720,6,3,656.01,United_Kingdom
14721,379,1,112.17,United_Kingdom
14722,147,3,448.87,United_Kingdom
14723,10,11,1674.43,United_Kingdom
14724,590,1,280.1,United_Kingdom
14725,25,4,1100.13,United_Kingdom
14727,274,3,453.63,United_Kingdom
14728,413,1,172.88,United_Kingdom
14729,374,3,828.51,United_Kingdom
14730,1,8,1840.48,United_Kingdom
14731,47,3,226.26,United_Kingdom
14732,8,19,5117.88,United_Kingdom
14734,426,4,929.82,United_Kingdom
14736,485,2,380.33,United_Kingdom
14737,4,4,3499.17,United_Kingdom
14738,43,9,1511.75,United_Kingdom
14740,197,11,3701.01,United_Kingdom
14741,12,7,1708.5900000000001,United_Kingdom
14742,435,1,546.4,United_Kingdom
14743,593,1,50.480000000000004,United_Kingdom
14744,16,14,3767.78,United_Kingdom
14745,113,12,2310.01,United_Kingdom
14746,406,4,593.5,United_Kingdom
14747,249,1,310.5,United_Kingdom
14748,29,10,2954.67,United_Kingdom
14749,480,1,233.4,United_Kingdom
14752,44,1,389.64000000000004,United_Kingdom
14753,87,2,783.51,United_Kingdom
14754,45,6,1477.73,United_Kingdom
14756,15,3,2428.56,United_Kingdom
14757,75,1,402.8,United_Kingdom
14758,145,7,2766.61,United_Kingdom
14759,5,3,1575.62,United_Kingdom
14760,297,1,89.2,United_Kingdom
14761,59,3,413.12,United_Kingdom
14762,264,2,407.07,United_Kingdom
14764,47,1,218.3,United_Kingdom
14765,29,3,243.61,United_Kingdom
14766,8,11,5818.67,United_Kingdom
14767,474,1,382.81,United_Kingdom
14768,17,2,192.60000000000002,United_Kingdom
14770,232,8,3127.25,United_Kingdom
14771,621,2,460.58,United_Kingdom
14772,112,1,139.26,United_Kingdom
14773,593,1,140.55,United_Kingdom
14774,529,1,223.60000000000002,United_Kingdom
14775,58,3,1378.38,United_Kingdom
14776,51,15,3672.9,United_Kingdom
14777,404,1,277.86,United_Kingdom
14778,127,2,713.16,United_Kingdom
14779,281,3,366.15,United_Kingdom
14780,55,2,417.52,United_Kingdom
14782,320,1,200.10000000000002,United_Kingdom
14784,26,3,344.82,United_Kingdom
14785,10,2,47.400000000000006,United_Kingdom
14786,550,1,90.96,United_Kingdom
14787,471,1,78.2,United_Kingdom
14788,7,3,1156.32,United_Kingdom
14789,29,1,166.44,United_Kingdom
14790,17,10,2355.09,United_Kingdom
14791,607,1,273.15000000000003,United_Kingdom
14792,64,1,4.25,United_Kingdom
14793,21,2,569.9200000000001,United_Kingdom
14794,3,10,1455.73,United_Kingdom
14795,166,1,131.45000000000002,United_Kingdom
14797,507,1,300.31,United_Kingdom
14798,53,7,469.78,United_Kingdom
14799,51,2,207.68,United_Kingdom
14800,48,16,7049.47,United_Kingdom
14801,61,1,92.45,United_Kingdom
14803,162,3,799.1800000000001,United_Kingdom
14804,9,1,274.97,United_Kingdom
14805,15,7,1011.59,United_Kingdom
14806,75,2,217.03,United_Kingdom
14807,391,2,501.44,United_Kingdom
14808,40,7,2514.4,United_Kingdom
14809,621,2,659.01,United_Kingdom
14810,41,13,2147.34,United_Kingdom
14811,387,1,156.2,United_Kingdom
14812,599,1,97.0,United_Kingdom
14813,370,4,912.97,United_Kingdom
14814,581,1,139.92,United_Kingdom
14815,37,2,638.7,United_Kingdom
14816,197,1,271.85,United_Kingdom
14817,200,7,2984.03,United_Kingdom
14818,74,6,1081.91,United_Kingdom
14819,64,4,407.56,United_Kingdom
14820,21,9,1172.76,United_Kingdom
14821,367,6,1011.0500000000001,United_Kingdom
14822,485,1,140.0,United_Kingdom
14823,180,3,304.68,United_Kingdom
14824,10,10,3139.76,United_Kingdom
14826,582,2,329.4,United_Kingdom
14829,29,7,1554.54,United_Kingdom
14830,53,1,170.48,United_Kingdom
14833,499,1,79.5,United_Kingdom
14834,18,7,2178.76,United_Kingdom
14835,529,2,297.0,United_Kingdom
14836,10,3,102.45,United_Kingdom
14837,90,9,3282.15,United_Kingdom
14838,423,2,634.07,United_Kingdom
14839,418,3,747.98,United_Kingdom
14840,268,2,315.55,United_Kingdom
14841,53,14,6177.5,United_Kingdom
14842,44,4,2814.4900000000002,United_Kingdom
14843,437,1,150.60000000000002,United_Kingdom
14844,64,9,4684.67,United_Kingdom
14845,600,1,150.0,United_Kingdom
14846,427,1,392.4,United_Kingdom
14847,149,3,991.65,United_Kingdom
14848,405,1,290.4,United_Kingdom
14850,312,7,1755.71,United_Kingdom
14851,23,3,747.63,United_Kingdom
14852,58,17,5237.63,United_Kingdom
14853,24,5,1376.87,United_Kingdom
14854,78,11,4051.35,United_Kingdom
14855,119,7,6038.05,United_Kingdom
14856,36,3,1304.66,United_Kingdom
14857,60,7,3530.75,United_Kingdom
14858,506,1,167.54999999999998,United_Kingdom
14859,13,5,1562.64,United_Kingdom
14860,19,1,170.32,United_Kingdom
14861,52,8,1227.01,United_Kingdom
14862,26,2,841.2,United_Kingdom
14863,29,1,266.76,United_Kingdom
14865,372,3,114.72,United_Kingdom
14867,186,15,2421.68,United_Kingdom
14868,3,12,4184.01,United_Kingdom
14869,9,6,2531.02,United_Kingdom
14870,262,6,1724.95,United_Kingdom
14871,3,9,1192.6200000000001,United_Kingdom
14872,484,3,700.58,United_Kingdom
14873,210,2,854.13,United_Kingdom
14874,535,1,116.18,United_Kingdom
14875,108,3,2685.45,United_Kingdom
14876,561,1,139.5,United_Kingdom
14877,418,2,313.5,United_Kingdom
14880,77,3,690.59,United_Kingdom
14881,20,1,248.44,United_Kingdom
14882,27,14,3593.4,United_Kingdom
14883,19,6,711.73,United_Kingdom
14885,132,3,1598.12,United_Kingdom
